,sign,count,geometry
135040,Yield,3.0,POINT (-113.92460056309922 51.12389073868608)
135042,Yield,1.0,POINT (-113.98897366387233 51.0692584354888)
135044,Stop,4.0,POINT (-113.94132713998187 51.13377849342351)
135052,Stop,0.0,POINT (-113.96881503312872 51.15059598985881)
135071,Stop,3.0,POINT (-113.95942866829951 50.90960097010069)
135077,Stop,3.0,POINT (-114.13144037058122 51.03621003843895)
135096,Stop,3.0,POINT (-113.96087208940101 51.15820506908254)
135098,Yield,1.0,POINT (-114.12975332616375 51.00596241060459)
135112,Yield,1.0,POINT (-113.96632957167738 51.120826344650936)
135120,Yield,3.0,POINT (-114.01495969887486 50.95850115286574)
135169,Stop,3.0,POINT (-114.07297985481645 51.10267167642461)
135175,Yield,1.0,POINT (-114.06892586450347 51.00979147002937)
135208,Yield,3.0,POINT (-114.01696405748169 50.955804085577526)
135217,Stop,3.0,POINT (-114.04580983928975 51.03593077811907)
135222,Yield,3.0,POINT (-114.19365177629237 51.04742544632967)
135225,Stop,3.0,POINT (-114.02652231105216 51.01845856060557)
135229,Yield,3.0,POINT (-114.0107783747523 50.95607579735616)
135236,Yield,2.0,POINT (-114.01608925771635 50.964340824298326)
135248,Stop,3.0,POINT (-114.14117122906532 51.052136185269845)
135250,Yield,3.0,POINT (-113.9716715423328 50.87139528385586)
135259,Yield,0.0,POINT (-114.23384781368182 51.153969303627925)
135261,Yield,3.0,POINT (-113.94461627983377 50.909850476688305)
135267,Stop,2.0,POINT (-114.20208314502092 51.0941638074684)
135285,Yield,1.0,POINT (-113.9350328729935 50.95074047884495)
135287,Yield,4.0,POINT (-114.12233109512647 51.03973784128764)
135298,Stop,1.0,POINT (-114.10474210549403 51.01904420132583)
135299,Stop,2.0,POINT (-113.93675181411662 50.9217456862487)
135300,Stop,0.0,POINT (-114.0794440482119 51.039094328427)
135309,Stop,0.0,POINT (-113.9736626824267 50.960520775201964)
135319,Stop,2.0,POINT (-113.98548563062519 50.89171722368649)
135322,Yield,3.0,POINT (-114.08683808480953 51.15816953905798)
135324,Yield,3.0,POINT (-114.12007912790973 51.1697350950518)
135327,Yield,1.0,POINT (-113.91840226699603 50.895114185954114)
135331,Yield,1.0,POINT (-114.16096560395738 51.16826655397185)
135332,Yield,3.0,POINT (-113.91546007870289 50.89517419251615)
135333,Stop,1.0,POINT (-114.10683976606042 51.039265644797524)
135339,Stop,3.0,POINT (-114.20753210295501 51.084967264230016)
135365,Stop,3.0,POINT (-113.96539326458978 50.952050352499725)
135375,Stop,2.0,POINT (-114.20825623525907 51.090427235392326)
135390,Stop,3.0,POINT (-114.04318019541583 51.16540643078773)
135394,Stop,1.0,POINT (-114.05383833162587 51.02714081725794)
135396,Yield,1.0,POINT (-114.18347946367375 51.02057366600007)
135410,Yield,1.0,POINT (-114.04431405285287 51.11581605589294)
135418,Stop,0.0,POINT (-114.1876189735271 51.15402532489684)
135431,Yield,3.0,POINT (-114.20497785485792 51.01367033174133)
135435,Yield,3.0,POINT (-113.97281550736645 50.90576069969369)
135448,Yield,1.0,POINT (-114.16022348806267 51.16786616142413)
135470,Yield,3.0,POINT (-113.95176393459283 50.909797872888035)
135482,Yield,3.0,POINT (-114.21889793865759 51.035690143540926)
135497,Stop,2.0,POINT (-114.20236999538194 51.09422761174042)
135498,Stop,0.0,POINT (-114.15256151224315 51.17054890835351)
135500,Stop,4.0,POINT (-114.07403362991906 50.98951673941074)
135520,Yield,3.0,POINT (-114.08391261339787 51.14974400436426)
135523,Stop,0.0,POINT (-113.95832359920318 50.96437031484325)
135525,Stop,4.0,POINT (-113.96788587417875 50.87496224009729)
135528,Yield,3.0,POINT (-114.08549092369118 51.15357511600855)
135553,Yield,0.0,POINT (-114.13374328269461 51.17600357519196)
135556,Stop,3.0,POINT (-113.93318057580845 50.902656918740014)
135576,Stop,0.0,POINT (-114.09487114902562 51.04413857295548)
135609,Stop,3.0,POINT (-114.24932549112775 51.0917830880954)
135611,Stop,3.0,POINT (-114.0533732344742 51.059818913485756)
135615,Stop,1.0,POINT (-114.1575030747346 51.16219779381206)
135621,Stop,0.0,POINT (-114.2106457636593 51.059755881884456)
135630,Yield,3.0,POINT (-114.18981435464106 51.03247245088564)
135633,Yield,4.0,POINT (-114.06757590555095 51.12888465995277)
135669,Stop,0.0,POINT (-113.9687409175648 51.03790758068062)
135686,Stop,2.0,POINT (-114.10948850611958 51.00864139682345)
135690,Stop,3.0,POINT (-113.92873008491674 51.08132748763499)
135694,Yield,1.0,POINT (-114.14428008243856 51.172349397976525)
135698,Stop,0.0,POINT (-114.16425542899957 51.07692179838844)
135699,Yield,0.0,POINT (-113.9890878967993 51.03796330757461)
135700,Yield,3.0,POINT (-114.26806760095614 51.090660993260414)
135716,Stop,0.0,POINT (-114.18458347655462 51.02322646138565)
135730,Stop,1.0,POINT (-114.00905157044268 50.86295238473463)
135742,Stop,3.0,POINT (-114.08869168020405 51.156437457385515)
135752,Yield,0.0,POINT (-114.10609778959935 51.041500567607436)
135757,Yield,1.0,POINT (-114.15383641635077 51.179879530204914)
135760,Yield,1.0,POINT (-113.9375550337181 50.89936014492713)
135773,Stop,2.0,POINT (-114.05258807993988 51.074380429982824)
135776,Stop,1.0,POINT (-114.05019223973362 51.157375874100936)
135778,Yield,3.0,POINT (-114.01794453355592 50.887727555977)
135780,Stop,0.0,POINT (-114.07189661679449 50.99317389825174)
135786,Stop,1.0,POINT (-114.10496507049054 51.01927995590611)
135798,Yield,3.0,POINT (-113.95572363368977 50.910005927956945)
135800,Yield,3.0,POINT (-114.20113998504327 51.042712999353846)
135815,Yield,3.0,POINT (-114.11925445008742 51.03953719299021)
135819,Stop,1.0,POINT (-114.05418363951371 51.056234006628515)
135833,Yield,1.0,POINT (-113.93910236570143 50.900343008231275)
135841,Stop,0.0,POINT (-113.98142952658158 51.11329349479249)
135848,Stop,3.0,POINT (-113.93686978177445 50.900869443868636)
135857,Stop,0.0,POINT (-114.01328240910613 50.9662865739341)
135883,Stop,3.0,POINT (-114.0790284244612 50.99155116723969)
135896,Yield,3.0,POINT (-114.13309233973342 51.17290629628956)
135900,Stop,3.0,POINT (-114.10550234264463 51.03602932186018)
135911,Yield,1.0,POINT (-113.97041769679774 51.14692566885889)
135917,Stop,0.0,POINT (-114.06953398403077 51.04580736751721)
135926,Yield,1.0,POINT (-114.07973842645043 51.14825625702001)
135947,Yield,3.0,POINT (-114.15541486849686 51.12516324531292)
135949,Stop,1.0,POINT (-114.05910994558297 51.02357424185956)
135950,Stop,1.0,POINT (-114.10906899557858 51.02157628246596)
135956,Yield,3.0,POINT (-113.93642991793457 50.91688663772235)
135958,Stop,0.0,POINT (-114.00744466166591 50.95701309219134)
135972,Yield,1.0,POINT (-114.00618293744601 51.15406787771529)
135976,Yield,4.0,POINT (-114.20219211612492 51.03904431859191)
135977,Yield,1.0,POINT (-113.94623319558144 50.90932521380516)
135982,Stop,3.0,POINT (-114.02073198815772 51.015643303757166)
135985,Stop,3.0,POINT (-114.1722579497384 51.147813577965664)
135988,Stop,0.0,POINT (-114.11985684101653 51.086921808773404)
135995,Stop,3.0,POINT (-114.0651902711443 51.058423061590986)
136007,Yield,4.0,POINT (-113.91981504584314 50.902228320349096)
136008,Yield,1.0,POINT (-113.9667622622064 50.91351495811738)
136016,Stop,3.0,POINT (-114.1751248084537 51.131103588032424)
136034,Yield,1.0,POINT (-114.0012860235734 51.095814636801116)
136038,Stop,0.0,POINT (-113.94308674052573 50.9142413247046)
136047,Stop,3.0,POINT (-114.0357927772114 50.87416700006637)
136052,Stop,4.0,POINT (-114.17259238568286 51.14026859202549)
136066,Yield,3.0,POINT (-114.11526688151825 51.17436393630446)
136074,Stop,1.0,POINT (-114.10436649601658 51.024962457092684)
136089,Stop,3.0,POINT (-114.16594245646434 51.17359043180143)
136097,Yield,3.0,POINT (-113.96054712863943 50.9266585730371)
136111,Stop,3.0,POINT (-114.13965207606513 51.028380124677106)
136139,Stop,0.0,POINT (-114.08098115674935 51.05083092717513)
136147,Stop,0.0,POINT (-113.91175984551975 50.95063078678937)
136151,Stop,1.0,POINT (-114.10360096051784 51.021072276949)
136165,Stop,2.0,POINT (-114.12353547854438 51.04102790356822)
136170,Stop,2.0,POINT (-113.92603773662766 51.10398695784354)
136181,Stop,2.0,POINT (-114.23767778959224 51.14335887690749)
136186,Stop,1.0,POINT (-114.11797274564918 51.04201075223775)
136189,Stop,3.0,POINT (-114.06472474225588 51.02285952454763)
136215,Yield,3.0,POINT (-114.1880786190177 51.040187911421)
136217,Yield,0.0,POINT (-114.00744466166591 50.95701309219134)
136220,Yield,3.0,POINT (-113.96903878249157 50.908048673407826)
136249,Yield,0.0,POINT (-113.9582171706908 50.972575049112734)
136262,Yield,4.0,POINT (-113.98234665159674 50.88534100214955)
136265,Stop,2.0,POINT (-114.2082651762224 51.09401398625182)
136282,Stop,3.0,POINT (-114.06270039011815 51.07237701773203)
136311,Stop,3.0,POINT (-114.04854957753655 51.06054205230147)
136313,Yield,0.0,POINT (-114.16482229447612 51.0799592096989)
136314,Stop,3.0,POINT (-114.03434142914116 50.87611452892913)
136318,Yield,1.0,POINT (-114.00346048044966 50.85271223445195)
136321,Stop,0.0,POINT (-114.14271785204778 51.037934759977794)
136345,Stop,1.0,POINT (-113.99781806165802 51.04381481948418)
136354,Stop,1.0,POINT (-114.09720068156561 51.03948615203989)
136359,Stop,4.0,POINT (-113.97635754256427 50.88249770427004)
136363,Yield,3.0,POINT (-114.07581479837378 51.11762104643968)
136373,Stop,3.0,POINT (-114.1239406878589 50.91876458236525)
136412,Stop,2.0,POINT (-114.10570397411617 51.14633178997483)
136423,Stop,3.0,POINT (-114.06514164198757 51.05189088172537)
136436,Yield,0.0,POINT (-114.08289951182714 50.99992048952702)
136442,Stop,4.0,POINT (-114.0717410163146 51.028193624449294)
136475,Stop,3.0,POINT (-113.94098833276007 50.91642799164306)
136486,Stop,2.0,POINT (-113.95405065498501 51.12544394658299)
136493,Stop,1.0,POINT (-114.12785974388791 51.03165614575164)
136505,Stop,0.0,POINT (-113.9575573090571 50.8825687302976)
136535,Stop,3.0,POINT (-114.24853999145468 51.15245640996927)
136545,Stop,2.0,POINT (-114.05770676199987 51.06163926271068)
136546,Stop,3.0,POINT (-114.12091026326212 51.0252771961991)
136551,Stop,2.0,POINT (-114.1378913979313 51.081312085295664)
136559,Stop,3.0,POINT (-114.24232027327271 51.144503877015666)
136564,Stop,3.0,POINT (-114.06234723315045 51.07612101722603)
136573,Stop,0.0,POINT (-114.11057556255483 51.05262408552445)
136574,Yield,2.0,POINT (-113.93913654369022 50.90884515890129)
136576,Stop,0.0,POINT (-114.08420930068141 51.040223727624756)
136583,Stop,3.0,POINT (-114.14442135169574 51.03514485457158)
136588,Stop,0.0,POINT (-114.07121506382232 51.11414926832952)
136594,Stop,4.0,POINT (-114.07599847629884 51.05171482113836)
136603,Yield,3.0,POINT (-114.11771811266728 51.0426251808761)
136614,Stop,2.0,POINT (-114.05692634144661 51.00585633215052)
136618,Stop,3.0,POINT (-114.1046269567451 51.02962862773986)
136621,Stop,2.0,POINT (-113.95659880342541 50.910551927124885)
136630,Yield,0.0,POINT (-114.18791688823772 51.03759255144464)
136658,Yield,1.0,POINT (-114.18478792322574 51.07940204786075)
136660,Yield,1.0,POINT (-114.0846851259384 51.02731085817666)
136678,Stop,2.0,POINT (-114.04288764706237 51.161637307322835)
136680,Stop,1.0,POINT (-113.9737189213442 51.07073333708976)
136685,Stop,2.0,POINT (-114.23395849350345 51.02871915405591)
136687,Stop,1.0,POINT (-114.08461406173302 51.0833161884631)
136714,Stop,1.0,POINT (-114.08749127332581 51.06956918933797)
136721,Stop,3.0,POINT (-113.9416588181286 50.90807670398696)
136747,Stop,3.0,POINT (-114.11820908666623 51.088533566915565)
136757,Stop,3.0,POINT (-114.05453966926589 51.08230812060893)
136760,Yield,3.0,POINT (-114.14253818189714 51.16434931098069)
136764,Yield,3.0,POINT (-113.93092039600035 51.12698161053973)
136770,Yield,1.0,POINT (-114.0329604765819 51.05786621177793)
136772,Stop,3.0,POINT (-114.07707172468172 51.18123379117837)
136788,Stop,3.0,POINT (-114.14924073872695 51.04755280189309)
136789,Stop,1.0,POINT (-114.07429554542693 51.02709020458046)
136792,Stop,3.0,POINT (-114.1560472048823 51.070762838892875)
136795,Yield,3.0,POINT (-114.1555282261807 51.17750812007903)
136800,Yield,1.0,POINT (-113.98129147149045 51.125390912886665)
136811,Stop,3.0,POINT (-114.19913782426492 51.09503462520037)
136827,Stop,0.0,POINT (-114.03470040591718 51.01637622465902)
136839,Yield,3.0,POINT (-113.96440142451868 50.86991269355485)
136853,Yield,0.0,POINT (-114.02184377254045 50.981071930769765)
136854,Stop,2.0,POINT (-114.00450850995499 51.05466216541285)
136869,Yield,3.0,POINT (-114.03008207665746 50.98852746981719)
136888,Yield,3.0,POINT (-114.07966205640042 51.14904363034769)
136901,Yield,3.0,POINT (-113.9560372302479 50.88719602655811)
136904,Yield,1.0,POINT (-113.94186497758444 50.88485046218322)
136933,Stop,3.0,POINT (-114.07664585230768 51.164252975188944)
136935,Yield,0.0,POINT (-114.0577975805733 50.99369229030835)
136949,Stop,1.0,POINT (-114.21094147587523 51.0598244229519)
137031,Stop,3.0,POINT (-114.20976089914592 50.892704648883566)
137039,Stop,4.0,POINT (-113.99192135067467 51.086803917864636)
137042,Stop,4.0,POINT (-114.20821611595088 51.04871457171879)
137057,Stop,3.0,POINT (-114.06021789873327 51.00555105184741)
137089,Stop,3.0,POINT (-113.9789931054774 50.882031571451876)
137094,Stop,3.0,POINT (-113.98310855268748 50.87046601539428)
137113,Stop,0.0,POINT (-114.06737334568173 51.05220385243522)
137122,Stop,3.0,POINT (-114.14813931654867 51.03061131303299)
137132,Stop,2.0,POINT (-114.057133184099 51.00608591953058)
137136,Stop,4.0,POINT (-114.13523892965934 51.03983382694257)
137152,Stop,0.0,POINT (-114.08820582830732 51.04395761215001)
137153,Yield,3.0,POINT (-114.0888774018579 51.029419302279976)
137165,Yield,3.0,POINT (-113.95386769116627 51.161468405047415)
137185,Stop,3.0,POINT (-113.94924919948011 50.92434940299584)
137191,Yield,3.0,POINT (-113.95324612533408 51.048411824319295)
137194,Yield,4.0,POINT (-113.92742941442934 51.08538049326794)
137197,Stop,1.0,POINT (-114.19949875653546 51.09401658632672)
137206,Stop,0.0,POINT (-114.06224507899093 51.055161843488186)
137210,Stop,0.0,POINT (-113.9574755968296 50.88264367253613)
137213,Yield,3.0,POINT (-113.96568254704859 50.90773516918522)
137220,Stop,4.0,POINT (-114.08463413369635 51.12670241602269)
137224,Yield,2.0,POINT (-114.08360314914161 51.15556529319065)
137241,Stop,0.0,POINT (-114.20810872738699 51.04867839318509)
137243,Yield,1.0,POINT (-113.93106315653874 51.052638353488454)
137244,Stop,1.0,POINT (-114.05002432249853 51.02569622929675)
137261,Yield,1.0,POINT (-114.04996571134086 50.981188889132454)
137265,Yield,3.0,POINT (-113.94116483392096 51.13589535536745)
137281,Stop,3.0,POINT (-114.11419407697154 51.16463886724878)
137287,Stop,3.0,POINT (-114.09113821290912 51.04400489849869)
137290,Stop,0.0,POINT (-114.11711519680787 50.89364586186824)
137292,Stop,1.0,POINT (-114.18084229855066 51.08506824082534)
137296,Stop,1.0,POINT (-114.10680205305597 51.02862888578092)
137299,Stop,1.0,POINT (-114.10322342216128 51.031486481137186)
137302,Yield,3.0,POINT (-114.13865328687031 51.08632916588866)
137304,Stop,1.0,POINT (-113.96587266048988 51.03483584593771)
137317,Stop,3.0,POINT (-114.08724778845011 50.90613175219071)
137321,Stop,3.0,POINT (-113.96051933133135 50.92554414205846)
137322,Yield,3.0,POINT (-114.11356263131688 51.17879252094076)
137328,Yield,3.0,POINT (-114.03538751569518 50.87050917074755)
137338,Yield,3.0,POINT (-114.15580051689977 51.17813498278284)
137343,Stop,0.0,POINT (-114.24974075731478 51.09213136002124)
137349,Stop,1.0,POINT (-114.12105886899936 51.024384350297865)
137358,Yield,4.0,POINT (-114.20118213926479 51.01305626684389)
137381,Stop,3.0,POINT (-114.06224511472213 51.09748061080755)
137389,Stop,1.0,POINT (-114.11804976430955 51.08433613423814)
137390,Stop,3.0,POINT (-114.13842333579275 51.03015857670581)
137395,Stop,0.0,POINT (-113.91202641244742 50.95075478752517)
137402,Stop,0.0,POINT (-114.07517300345508 50.90012181362612)
137422,Stop,0.0,POINT (-114.13813982195232 51.021535114334306)
137426,Stop,1.0,POINT (-114.05067749882181 51.02664463031503)
137443,Yield,0.0,POINT (-114.00184158677907 51.15414950623102)
137448,Stop,3.0,POINT (-114.12817999506902 51.0286187887135)
137450,Stop,2.0,POINT (-114.06787836661809 51.08504641917464)
137453,Yield,3.0,POINT (-114.2006214250918 51.03936775995191)
137469,Stop,0.0,POINT (-113.96395829932511 50.9649549856243)
137471,Yield,3.0,POINT (-113.96605521834998 51.157524971941804)
137477,Stop,3.0,POINT (-114.05580794779785 51.076880987138445)
137479,Yield,3.0,POINT (-114.00879525050023 50.92694254199771)
137491,Stop,4.0,POINT (-114.07142231955692 51.128839493842975)
137492,Stop,1.0,POINT (-114.05042059503441 51.02664181077613)
137496,Yield,1.0,POINT (-114.07930913211715 51.14850713686523)
137498,Yield,2.0,POINT (-114.06784782868755 50.910702524175456)
137500,Stop,3.0,POINT (-114.24974542763556 51.092125165147166)
137502,Stop,3.0,POINT (-114.20373951360472 51.04686160335207)
137504,Stop,3.0,POINT (-114.1053880914761 50.8940792230402)
137511,Yield,3.0,POINT (-113.97117366771907 50.90546356206363)
137517,Stop,1.0,POINT (-114.00886519944147 50.9869887368776)
137522,Stop,3.0,POINT (-114.13970520456878 51.059544428064996)
137534,Stop,3.0,POINT (-114.07667278964988 50.99766874171322)
137557,Stop,1.0,POINT (-114.09199642111734 51.08956814450491)
137575,Stop,3.0,POINT (-113.95073971959219 50.88658594886609)
137578,Stop,3.0,POINT (-114.22222971328497 51.116098120252914)
137582,Stop,3.0,POINT (-114.14415238654259 51.03979823908206)
137587,Yield,3.0,POINT (-114.03152003514616 50.872436653984636)
137605,Stop,3.0,POINT (-114.17598676366974 51.182975997230436)
137617,Yield,0.0,POINT (-113.95818816788788 50.98019627028117)
137635,Yield,4.0,POINT (-114.221994483469 51.03658085780878)
137645,Stop,0.0,POINT (-113.977915321366 51.11310714294135)
137654,Yield,1.0,POINT (-114.17000207966946 51.037315768219976)
137656,Stop,1.0,POINT (-114.10079486718254 51.05013621065369)
137660,Yield,1.0,POINT (-114.10587896436168 51.04176910352443)
137662,Stop,1.0,POINT (-114.13790569840111 51.06565076826644)
137680,Yield,3.0,POINT (-114.00884080853781 51.06605847224478)
137683,Yield,1.0,POINT (-114.22076975683414 51.132874814272974)
137684,Stop,3.0,POINT (-113.96348033952701 51.052655777415744)
137692,Yield,1.0,POINT (-114.24706713607341 51.13472757167401)
137709,Yield,3.0,POINT (-113.91547145846768 50.89609097768968)
137720,Stop,1.0,POINT (-114.07259085659818 50.975994892828176)
137721,Stop,1.0,POINT (-114.14623711558481 51.03499930357358)
137729,Stop,3.0,POINT (-114.1832549410528 51.081428136589764)
137741,Yield,3.0,POINT (-114.01426783236157 50.92674441852304)
137752,Stop,3.0,POINT (-114.09895461787814 51.02001570923776)
137754,Stop,1.0,POINT (-113.94695606428077 50.9992132619205)
137756,Yield,3.0,POINT (-114.10246402565754 50.922582986006944)
137760,Stop,1.0,POINT (-114.20534416011657 51.0949131437851)
137773,Stop,0.0,POINT (-114.05544785619743 51.078669937253444)
137782,Stop,2.0,POINT (-114.24899558908741 51.14924419609019)
137801,Stop,5.0,POINT (-114.1040629440422 51.04339390663062)
137812,Stop,3.0,POINT (-114.06770121121147 51.08885767860739)
137820,Yield,1.0,POINT (-114.12449190997455 51.06787608819442)
137824,Stop,3.0,POINT (-114.14265794826474 51.039803462790786)
137831,Yield,2.0,POINT (-114.08186959749153 51.04559318217877)
137842,Stop,3.0,POINT (-113.96138066554225 51.11321898115764)
137893,Yield,0.0,POINT (-113.98403172627762 50.96526049785611)
137906,Stop,1.0,POINT (-114.07061243271548 51.04523565893778)
137913,Stop,3.0,POINT (-113.96092530753064 51.07169560804395)
137919,Stop,3.0,POINT (-114.07735606748777 51.09696905681113)
137924,Stop,3.0,POINT (-114.07210153182345 51.14344796161145)
137931,Stop,2.0,POINT (-114.20498511019788 51.09416705242003)
137936,Yield,3.0,POINT (-114.07984479285312 51.14902004296848)
137964,Stop,3.0,POINT (-114.21074847972731 51.0224972068643)
137971,Stop,0.0,POINT (-114.01805800536295 51.037957838054616)
137989,Stop,3.0,POINT (-113.9117138731344 51.059719138908385)
138005,Yield,0.0,POINT (-113.95821826372465 50.97256130672734)
138029,Stop,0.0,POINT (-113.94693437512828 51.13246811628086)
138044,Stop,2.0,POINT (-114.20245138359843 51.09400760333234)
138050,Yield,1.0,POINT (-113.93387657100709 51.11499177242906)
138092,Yield,1.0,POINT (-114.21698142753428 51.037610915685015)
138109,Stop,3.0,POINT (-114.2491847787361 51.14956500651896)
138110,Yield,3.0,POINT (-113.96668224329485 50.911905910873756)
138118,Stop,3.0,POINT (-113.94112771254765 51.13252841936861)
138131,Stop,0.0,POINT (-114.19972720519087 51.12966622413383)
138137,Stop,1.0,POINT (-114.08945449217548 51.09065823951462)
138141,Stop,1.0,POINT (-114.08297104600389 51.069705234025555)
138143,Stop,3.0,POINT (-113.95439592548993 50.88563805304223)
138152,Yield,3.0,POINT (-114.15661185565229 51.05247500093986)
138162,Yield,3.0,POINT (-113.96498305511724 50.91088325660648)
138165,Yield,3.0,POINT (-113.9310045779119 51.105487600870866)
138173,Stop,1.0,POINT (-114.09887435410856 51.02218261707459)
138182,Stop,2.0,POINT (-114.07153633886607 51.12912529267345)
138191,Yield,1.0,POINT (-113.96898934024885 50.91237019438912)
138211,Stop,3.0,POINT (-114.09452096632091 51.02335298718642)
138213,Stop,2.0,POINT (-114.12536718002873 51.0866663607344)
138223,Stop,2.0,POINT (-114.05975924610928 51.05980340300699)
138240,Yield,3.0,POINT (-113.96305279434763 51.15638323219218)
138243,Yield,3.0,POINT (-113.94206466568386 51.05568484147135)
138251,Yield,3.0,POINT (-113.95152797893711 50.899427052717385)
138260,Yield,1.0,POINT (-113.9805531970048 51.06543331456187)
138280,Stop,2.0,POINT (-113.99172869739013 51.086436851743436)
138281,Stop,0.0,POINT (-114.04845741935158 51.04425983800206)
138295,Stop,3.0,POINT (-114.18391969130496 51.087233767141306)
138297,Yield,3.0,POINT (-113.93983251523096 50.90234761386675)
138298,Yield,3.0,POINT (-114.08357394679483 51.047575204336226)
138305,Yield,3.0,POINT (-114.12009144971736 51.17448692374296)
138319,Yield,3.0,POINT (-114.08461863806882 51.16009173703354)
138321,Yield,3.0,POINT (-113.92601091618187 51.1202188045763)
138322,Stop,4.0,POINT (-114.10656143401555 50.96669716807082)
138336,Yield,3.0,POINT (-114.03965848351375 50.87293848468121)
138343,Stop,3.0,POINT (-114.24647401149414 51.1144940454365)
138347,Yield,3.0,POINT (-114.08593018417551 51.153444904801304)
138359,Stop,4.0,POINT (-114.20215481565751 51.09398115195193)
138385,Stop,0.0,POINT (-114.06559635586454 51.04060970500027)
138404,Stop,3.0,POINT (-113.95639413537278 51.17276707744355)
138406,Yield,3.0,POINT (-114.09106738904225 51.15475165925936)
138427,Yield,3.0,POINT (-113.94612342129729 50.91128171348159)
138432,Yield,3.0,POINT (-113.9301384660967 50.91355896519968)
138455,Yield,3.0,POINT (-113.93142377431326 50.90073455417084)
138460,Stop,0.0,POINT (-114.02372827933337 51.020265376544224)
138463,Stop,3.0,POINT (-113.95121726585761 51.16556240250861)
138467,Yield,1.0,POINT (-114.03462346275886 51.01644341190571)
138480,Stop,1.0,POINT (-114.07623997824635 51.0714958712959)
138485,Stop,1.0,POINT (-114.12234556550408 51.02837800733309)
138491,Yield,1.0,POINT (-113.97012259087145 50.916031761481996)
138496,Stop,1.0,POINT (-113.92815157882086 51.11449639561574)
138510,Yield,2.0,POINT (-114.17413923936297 51.18246352042226)
138511,Stop,4.0,POINT (-114.11710769973284 50.89394952721704)
138534,Stop,2.0,POINT (-113.96433653980786 51.076870830094315)
138536,Stop,1.0,POINT (-114.07398215841339 51.033400417222786)
138553,Yield,3.0,POINT (-114.19826877628786 51.04148295930575)
138559,Stop,1.0,POINT (-114.21113362442517 51.09401971562867)
138561,Yield,1.0,POINT (-114.14622557950479 51.03517501106413)
138577,Stop,2.0,POINT (-114.20787381679719 51.0941515809723)
138580,Yield,1.0,POINT (-113.94058881076687 50.899344350541575)
138583,Yield,1.0,POINT (-114.04908348674745 51.00107402827124)
138585,Stop,0.0,POINT (-113.9697360616727 50.965186081673465)
138589,Stop,3.0,POINT (-113.93983986225264 50.99406257740895)
138597,Stop,0.0,POINT (-114.24977280673347 51.091809664256864)
138618,Stop,3.0,POINT (-114.10605070225138 51.06058533671776)
138624,Stop,3.0,POINT (-114.24976983187592 51.091801198739184)
138625,Stop,0.0,POINT (-114.05864628406889 51.04029022060029)
138638,Yield,4.0,POINT (-114.15640120359934 51.11845827571321)
138653,Stop,3.0,POINT (-114.03655841376566 51.03302533381316)
138667,Stop,1.0,POINT (-114.14622557950479 51.03517501106413)
138668,Yield,3.0,POINT (-113.93657139620072 51.05494084318561)
138672,Stop,0.0,POINT (-114.21139696025462 51.15422674402062)
138678,Stop,3.0,POINT (-114.10220374424206 51.034932295043646)
138682,Yield,1.0,POINT (-114.04190660858252 50.983943235427056)
138702,Stop,3.0,POINT (-114.09795406810653 51.03151743021524)
138712,Stop,1.0,POINT (-113.94665164688645 50.9893134947772)
138727,Stop,2.0,POINT (-114.09675435003425 51.04148320797487)
138734,Stop,0.0,POINT (-114.07835791913888 51.050613040465)
138740,Yield,4.0,POINT (-113.91946395751962 50.90267474911138)
138744,Stop,2.0,POINT (-114.09094107294068 51.02176292342192)
138768,Stop,1.0,POINT (-114.05092651536665 51.064115248461256)
138770,Yield,1.0,POINT (-114.20050071106606 51.01195302206454)
138771,Stop,1.0,POINT (-114.13528591120864 51.04023453812204)
138782,Stop,3.0,POINT (-114.05600923657177 51.07597705177343)
138813,Stop,1.0,POINT (-114.03398791427367 51.05810750889101)
138819,Yield,1.0,POINT (-114.10644276606938 51.041509960159686)
138821,Yield,3.0,POINT (-113.96579276429812 50.873362414856565)
138835,Stop,3.0,POINT (-114.19914869255517 51.02578017418448)
138851,Yield,3.0,POINT (-114.18807832475237 51.0410876293941)
138852,Stop,3.0,POINT (-114.06790151526809 51.08717506168917)
138855,Stop,1.0,POINT (-114.00177841084879 50.987002445543084)
138878,Stop,3.0,POINT (-114.05561463751602 50.945414568247394)
138883,Stop,2.0,POINT (-113.95476310795496 50.91854887977555)
138889,Yield,3.0,POINT (-113.94048062794427 50.90300466848633)
138896,Stop,2.0,POINT (-114.04684587524105 51.0280815971719)
138903,Yield,0.0,POINT (-113.98403172627762 50.96526049785611)
138933,Stop,4.0,POINT (-114.1672424062099 51.144567831686935)
138937,Yield,3.0,POINT (-114.17741700753982 51.04939624803129)
138962,Stop,3.0,POINT (-114.2107251701007 51.09416433933515)
138977,Stop,0.0,POINT (-114.17382599945378 51.1148141185573)
138992,Yield,3.0,POINT (-113.94863515649631 51.12952003494208)
138999,Yield,3.0,POINT (-113.96907894158582 50.90463253636735)
139002,Stop,0.0,POINT (-114.24953042075343 51.09211285886684)
139007,Yield,1.0,POINT (-113.95889327479524 50.968764128281904)
139015,Stop,0.0,POINT (-114.08141573606608 51.04009593200268)
139019,Yield,3.0,POINT (-114.0195175022266 50.85490561426887)
139033,Stop,3.0,POINT (-113.96035829016182 50.90819673837333)
139049,Yield,3.0,POINT (-113.92900118342855 50.92231195181437)
139070,Stop,3.0,POINT (-113.9251214830775 50.89941670732133)
